run_accession	genome_size
ERR14867764	5045522
ERR14867775	5234499
ERR14867776	5069126
ERR14867777	5308485
ERR14867778	5433355
ERR14867779	5131140
ERR14867780	5038205
ERR14867782	5327204
ERR14867783	5046092
ERR14867785	5184987
ERR14867786	5163874
ERR14867787	5268469
ERR14867788	5000953
ERR14867789	5165723
ERR14867790	5106981
ERR14867792	5106468
ERR14867796	5051262
ERR14867797	4872191
ERR14867798	5050368
ERR14867799	5045010
ERR14867802	5025440
ERR14867807	4866857
ERR14867811	5883000
ERR14867814	5069686
ERR14867824	4928928
ERR14867826	5192518
ERR14867836	5143205
ERR14867837	5071183
ERR14867838	4867147
ERR14867843	5087398
ERR14867844	4835827
ERR14867845	5083254
ERR14867846	5032941
ERR14867847	5199436
ERR14867848	4701953
ERR14867852	5427409
ERR14867854	4684117
ERR14867855	4728957
ERR14867856	5118952
ERR14867858	5650309
ERR14867859	4703550
ERR14867863	5094179
ERR14867864	4679971
ERR8314810	4861643
ERR8314812	4830073
ERR8314819	4967813
ERR8314835	4737131
ERR8314834	4794186
ERR8314836	4938118
ERR8316339	4600258
ERR8316606	4490659
ERR8320771	4408545
ERR8330862	5072857
ERR8332899	4408082
ERR8341046	4674643
ERR8349193	4550994
ERR8349200	4408243
ERR8357355	4744088
ERR8357381	4739000
ERR8357383	4742518
ERR8357390	4554808
ERR8357392	4601503
ERR8357393	4728967
ERR8357394	4653904
ERR8365548	4643162
ERR8373745	4773030
ERR8373746	4696652
ERR8373747	4750379
ERR8373748	4551638
ERR8373750	4550084
ERR8373751	4912171
ERR8373994	4644557
ERR8098082	5041484
ERR8098083	5174910
ERR8098084	5230658
ERR8098086	5078211
ERR8098088	5133181
ERR8098093	5428859
ERR8098094	5065443
ERR8098223	5153791
ERR8098263	5302890
ERR8098267	5204317
ERR8098270	4471770
ERR8098271	5163774
ERR8098183	4823666
ERR8098184	5198941
ERR8098482	5194282
ERR8288511	5226816
ERR8288513	5017919
ERR8288514	4973676
ERR8288515	4963328
ERR8288517	5142117
ERR8288569	4908280
ERR8288572	5146009
ERR8288580	5267321
ERR8288600	4846136
ERR8288603	5203127
ERR8288607	5122015
ERR8288608	5123957
ERR8288620	5064505
ERR8288636	4973481
ERR8288637	5391307
ERR8288640	5151391
ERR8288641	4783093
ERR8288642	4748685
ERR8288659	5247988
ERR8288660	5551732
ERR8288661	4778702
ERR8288662	5333821
ERR8288663	5044466
ERR8288664	5022477
ERR8288665	5035779
ERR8288677	4976909
ERR8288678	5022243
ERR8288679	4726996
ERR8288681	5265538
ERR8288690	5226433
ERR8516820	4808527
ERR8516822	4738231
ERR8516826	5047050
ERR8516827	5266567
ERR8516828	5275403
ERR8516831	5210655
ERR8516832	4975396
ERR8516833	4974516
ERR8516834	4974943
ERR8516841	5147229
ERR8516844	4801122
ERR8516845	4968990
ERR8516846	4968576
ERR8516850	4777894
ERR8516852	5133692
ERR8516856	5011281
ERR8516868	5138656
ERR8527748	4953266
ERR8650587	5332114
ERR8650589	5353674
ERR8650590	4972529
ERR8650591	5111548
ERR8650592	5141878
ERR8650593	5129359
ERR8650594	5118716
ERR8650595	5146691
ERR8650596	4932222
ERR8650597	4957324
ERR8650598	4961785
ERR8650599	5204843
ERR8650600	5124530
ERR8650602	5060299
ERR8650603	5299692
ERR8650604	5150876
ERR8650605	5093372
ERR8650606	5090316
ERR8650607	5162589
ERR8650608	4940261
ERR8650609	5347503
ERR8650610	4963341
ERR8650611	5186910
ERR8650612	5223430
ERR8650613	5264126
ERR8650614	5623470
ERR8650789	4824644
ERR8650816	5096063
ERR8650817	5088608
ERR8650818	5070164
ERR8650819	5271809
ERR8650820	5022763
ERR8650821	5190701
ERR8650822	5345822
ERR8650823	5164480
ERR8650826	5027010
ERR8650827	4986688
ERR8650828	5395636
ERR8650829	5177546
ERR8650830	4975305
ERR8650831	5279150
ERR8650832	5075726
ERR8650833	5319481
ERR8650834	5051942
ERR8650835	5213342
ERR8650836	5405635
ERR8650837	5196033
ERR8650838	5225698
ERR8650839	5409748
ERR8650840	5156159
ERR8650841	4877927
ERR8650842	5230004
ERR8650843	5094752
ERR8650844	5137573
ERR8650845	5431475
ERR8650846	5231310
ERR8650847	5215467
ERR8650848	5210888
ERR8650849	5229051
ERR8650850	4708653
ERR8650851	5251184
ERR8650902	5364716
ERR8650903	5634119
ERR8650904	5058229
ERR8650906	5177271
ERR8650907	5135838
ERR8650964	4950240
ERR8650965	4985783
ERR8650966	5234565
ERR8650967	4839967
ERR8650968	5159888
ERR8650969	5372867
ERR8650970	5711921
ERR8650971	4956813
ERR8650972	4919863
ERR8650974	5269644
ERR8650975	5131385
ERR8650976	4897532
ERR8650978	5342911
ERR8650979	4938478
ERR8650980	5313875
ERR8650981	4963051
ERR8650982	5151810
ERR8650983	4969207
ERR8650984	5216182
ERR8650985	5109876
ERR8650986	5240712
ERR8650987	5190950
ERR8650988	4929936
ERR8650989	5046449
ERR8650990	5289138
ERR8650991	5369660
ERR8650992	5116877
ERR8650993	5654983
ERR8650994	4981538
ERR8650995	5161036
ERR8650996	4938393
ERR8650997	4935157
ERR8650998	5217076
ERR8650999	5176106
ERR8651000	5221993
ERR8651001	4990722
ERR8651002	5071899
ERR8651003	5211595
ERR8651004	5129443
ERR8651005	5138716
ERR8651006	5056931
ERR8651007	5237992
ERR8651008	5123666
ERR8651009	5095528
ERR8651010	4608566
ERR8651011	5098491
ERR8651012	5225681
ERR8651013	5141875
ERR8651014	4896338
ERR8651015	5148931
ERR8651016	5152460
ERR8651017	5130903
ERR8651018	5296849
ERR8651019	5141483
ERR8651020	5218069
ERR8651021	5150064
ERR8651022	4955480
ERR8651023	5071709
ERR8651024	4936980
ERR8651025	4870788
ERR8651026	5341215
ERR8651027	4901764
ERR8651028	5237641
ERR8651029	4855795
ERR8651031	4831832
ERR8651032	4966077
ERR8651033	4999084
ERR8651034	5175075
ERR8651035	5218677
ERR8651036	5257674
ERR8651037	5331435
ERR8651038	5166183
ERR8651039	4797364
ERR8651040	5203414
ERR8651041	5429257
ERR8651043	4992004
ERR8651045	5166592
ERR8651046	5170084
ERR8651047	5181246
ERR8651050	5180525
ERR8651052	5200897
ERR8651053	5047787
ERR8651055	5054697
ERR8651056	4897889
ERR8651057	4907312
ERR8651058	4899488
ERR8651059	5162369
ERR8651062	5399550
ERR8651063	5269005
ERR8651064	5155086
ERR8651066	5176685
ERR8651068	4925374
ERR8651069	5483149
ERR8651070	5364860
ERR8651071	5278876
ERR8651072	4907127
ERR8651073	4908504
ERR8651074	5507339
ERR8651075	5371625
ERR8651076	5367953
ERR8651077	5060647
ERR8651078	5757194
ERR8651080	5199529
ERR8651082	5358515
ERR8651085	5447623
ERR8651086	5204160
ERR8651087	5448611
ERR8651088	4751066
ERR8651089	4949158
ERR8651090	5156263
ERR8651091	5295937
ERR8651092	5330305
ERR8651093	4973205
ERR8651094	5036014
ERR8651095	5168606
ERR8651098	4951525
ERR8651099	5262076
ERR8651100	4794120
ERR8651101	5225473
ERR8651102	5147954
ERR8651103	5126317
ERR8651106	5129957
ERR8651110	5099601
ERR8651169	5335377
ERR8651245	5320870
ERR8651248	5237152
ERR8651249	5471428
ERR8651257	5647216
ERR8651259	5093763
ERR8651260	4879540
ERR8651261	5607192
ERR8651271	5000688
ERR8651285	5087051
ERR8651296	5036213
ERR8651297	5198180
ERR8651315	5160890
ERR8651318	5266292
ERR8651319	5195290
ERR8651326	5311027
ERR8651331	4970630
ERR8651333	5315052
ERR8651334	5267024
ERR8651335	5104208
ERR8651336	5060267
ERR8651337	5313342
ERR8651346	5342991
ERR8651347	4987131
ERR8651348	4908511
ERR8651349	5404071
ERR8651361	4748732
ERR8651362	4967278
ERR8651369	5219128
ERR8651372	4652417
ERR8651373	4730279
ERR8651376	5042591
ERR8651377	5084877
ERR8651380	4796210
ERR8651381	5536079
ERR8651383	5129394
ERR8651385	5010039
ERR8651392	4965829
ERR8651396	4782172
ERR8651397	5182064
ERR8651398	5360611
ERR8651399	5253869
ERR8651416	5396458
ERR8651430	5070038
ERR8651431	4881009
ERR8651432	4924467
ERR8651433	5001727
ERR8651436	5309152
ERR8651441	4934482
ERR8651442	5304617
ERR8651443	4894842
ERR8651444	5018596
ERR8651445	5590875
ERR8651449	5428542
ERR8651450	5219224
ERR8651452	5345421
ERR8651453	5192443
ERR8651456	5300789
ERR8651458	5953480
ERR8651463	5904067
ERR8651464	5079920
ERR8651465	5320274
ERR8651468	5633172
ERR8651474	5202613
ERR8651483	5519981
ERR8651485	5408391
ERR8651491	5268254
ERR8651493	5225135
ERR8651495	5278116
ERR8651498	5428961
ERR8651499	5099504
ERR8651551	5181442
ERR8651584	5079893
ERR8651590	5067522
ERR8651602	4923574
ERR8651603	4628134
ERR8651604	5221632
ERR8651605	5148472
ERR8651606	5099583
ERR8651607	5272316
ERR8651608	5397496
ERR8651609	5186721
ERR8651610	5190217
ERR8651612	5299490
ERR8651614	5234078
ERR8651616	4930762
ERR8651623	4912374
ERR8651624	4627077
ERR8651627	4853663
ERR8651641	5443032
ERR8651643	4821911
ERR8651645	5360848
ERR8651646	5123210
ERR8651647	4874197
ERR8651651	5357955
ERR8651668	5168635
ERR8651674	4958177
ERR8651681	5122549
ERR8651690	4996935
ERR8651735	5373466
ERR8651748	5060247
ERR8651753	4843381
ERR8651764	4937413
ERR8651780	5042252
ERR8651782	5062034
ERR8651789	4916708
ERR8651795	5013133
ERR8651797	5289257
ERR8651798	5110003
ERR8651799	5031802
ERR8651800	5050507
ERR8651801	5049835
ERR8651802	5337081
ERR8651804	5212040
ERR8651806	5236800
ERR8651808	5035757
ERR8651809	4767768
ERR8651843	5368308
ERR8651844	5288032
ERR8651845	5276564
ERR8651846	5143621
ERR8651847	5166558
ERR8651848	4995249
ERR8651849	5063787
ERR8651850	4932998
ERR8651851	5332976
ERR8651852	4811697
ERR8651853	4936799
ERR8651854	5272928
ERR8651857	5682003
ERR8651858	5229289
ERR8651859	5259940
ERR8651860	5290390
ERR8651865	5700214
ERR8651866	5234039
ERR8651867	5518774
ERR8651868	5400472
ERR8651869	5545143
ERR8651874	5130713
ERR8651875	5115923
ERR8651877	5177501
ERR8651878	5247623
ERR8651879	5259038
ERR8651881	5004647
ERR8651882	5409970
ERR8651883	4928112
ERR8651884	5294672
ERR8651885	4898701
ERR8651886	5440850
ERR8651887	5222000
ERR8651888	4944170
ERR8651889	5357206
ERR8651890	4870456
ERR8651891	5021533
ERR8651893	5157669
ERR8651896	4937195
ERR8651897	5324311
ERR8651898	5063383
ERR8651900	5649229
ERR8651901	5362484
ERR8651902	4875774
ERR8651903	5189250
ERR8651904	5240102
ERR8651905	5526386
ERR8651906	5487763
ERR8651916	5594154
ERR8651920	4952094
ERR8651921	5199671
ERR8651924	5024306
ERR8651926	4884979
ERR8651927	5178410
ERR8651928	4791854
ERR8651932	5504945
ERR8651933	4981661
ERR8651934	5326228
ERR8651936	5354854
ERR8651938	5461775
ERR8651939	5204399
ERR8651945	5039629
ERR8651946	4841715
ERR8651947	5459585
ERR8651950	5110566
ERR8651951	5395254
ERR8651954	4924538
ERR8651955	5472481
ERR8651956	5204027
ERR8651957	5266006
ERR8651958	5187480
ERR8651960	5078326
ERR8651961	5234236
ERR8651962	4927680
ERR8651963	4923765
ERR8651964	5312451
ERR8651967	5129312
ERR8651969	4956406
ERR8651970	4832268
ERR8651971	5084945
ERR8651972	5435327
ERR8651973	5199049
ERR8651976	4978735
ERR8651977	5456156
ERR8651978	5389592
ERR8651980	5498526
ERR8651983	4907745
ERR8651984	5174267
ERR8651985	5089712
ERR8651986	5154261
ERR8651990	5442758
ERR8651991	5133226
ERR8651993	5247796
ERR8651994	5111308
ERR8651995	5319959
ERR8651996	5423758
ERR8652000	5514617
ERR8652010	4909172
ERR8652011	5115113
ERR8652014	5531690
ERR8652016	5111714
ERR8652017	4723176
ERR8652018	5414958
ERR8652021	4833538
ERR8652023	4592789
ERR8652024	4896915
ERR8652025	5437834
ERR8652027	4774761
ERR8652028	4896271
ERR8652029	5064821
ERR8652030	4995874
ERR8652031	4682997
ERR119525	5134109
ERR119519	4931825
ERR119391	4781080
ERR119404	4695825
ERR119541	4878427
ERR119423	5250446
ERR119522	4685197
ERR119392	4713603
ERR119549	4909887
ERR119483	5001187
ERR119537	4693452
ERR119466	4927771
ERR119429	4980515
ERR119414	4720522
ERR119512	5097695
ERR119430	4978824
ERR119411	5005256
ERR119412	5054563
ERR119532	4985956
ERR119419	5043101
ERR119445	5114029
ERR119417	4699853
ERR119418	5054576
ERR119500	5137848
ERR8980237	5379408
ERR135769	4790815
ERR135744	5112712
ERR135763	4711197
ERR135811	5134891
ERR135735	5325549
ERR135748	4862713
ERR135768	5151396
ERR135764	5111231
ERR135736	5029203
ERR135782	5155765
ERR135791	5277308
ERR135749	5313797
ERR135776	5216805
ERR135756	5014603
ERR135767	4760943
ERR135737	5131772
ERR135819	4998781
ERR135706	5159882
ERR135828	5581364
ERR135718	5003692
ERR135765	5108571
ERR135755	5026097
ERR135719	5203757
ERR135747	4954226
ERR135746	4941076
ERR135757	5228687
ERR135820	5051475
ERR135766	5141477
ERR135705	5105166
ERR135734	4883427
ERR135774	5108178
ERR135714	5074475
ERR135754	5124065
ERR135758	4903266
ERR135740	4907608
ERR135822	5094673
ERR135800	5003870
ERR135781	4603639
ERR135773	5376008
ERR135815	5420460
ERR135759	5098778
ERR135801	5011433
ERR135753	5203038
ERR135738	5044615
ERR135742	5112472
ERR135777	5160979
ERR135808	4869791
ERR135778	4686182
ERR135752	4784875
ERR135760	5181034
ERR135750	5095921
ERR135762	4683048
ERR135741	5037357
ERR135700	5705420
ERR135761	4817888
ERR135779	4745815
ERR135751	5047696
ERR9464926	4926776
ERR9464927	4927913
ERR9464928	4932103
ERR9464929	5374926
ERR9464930	5356473
ERR9464931	5324514
ERR9464932	5323240
ERR9464933	5333224
ERR9464934	5322185
ERR9464935	5321126
ERR9464936	5105655
ERR9464937	5336348
ERR9464939	5227996
ERR9464941	5102524
ERR9464942	4844315
ERR9464943	4844086
ERR9464945	5420034
ERR9464947	5081655
ERR9464948	5049973
ERR9464949	5096994
ERR9464950	5592674
ERR9464951	5067053
ERR9464952	5068486
ERR9464953	5068890
ERR9464954	5083175
ERR9464955	5560695
ERR9464956	5153763
ERR9791883	5217997
ERR9791881	5035080
ERR9791894	5157036
ERR9791892	5125209
ERR9791899	5053711
ERR9791884	5337112
ERR9791888	4991630
ERR9795565	5319806
ERR9839541	5169703
ERR9839772	5241067
ERR9839834	5242429
ERR9839913	5016067
ERR9839924	5167599
ERR137789	4834383
ERR137804	5422561
ERR137802	4875153
ERR137787	4828535
ERR162661	5183181
ERR162707	4994328
ERR163887	5390724
ERR162647	5446641
ERR162660	5065015
ERR162690	4956334
ERR163836	5476053
ERR163885	4985768
ERR162693	4827491
ERR163874	5493443
ERR163854	5230323
ERR163884	5405178
ERR163873	5499986
ERR163840	5612258
ERR162646	5420146
ERR162662	5209088
ERR162711	5141730
ERR162643	5573542
ERR162675	4628741
ERR162642	6203294
ERR162628	5509321
ERR162680	4808986
ERR162629	5082638
ERR162644	5685365
ERR162710	5141724
ERR162676	5574881
ERR162659	4950491
ERR162679	5026023
ERR162630	4693157
ERR162677	5324187
ERR162640	5495896
ERR162658	5471783
ERR162713	5355369
ERR162712	5090980
ERR163888	5147986
ERR162641	5752517
ERR162678	4758874
ERR163893	5234242
ERR162685	4790128
ERR162670	5306934
ERR162633	5252000
ERR162717	5145857
ERR163847	5966809
ERR163894	5043597
ERR162656	5416077
ERR162671	5105369
ERR162634	5548486
ERR162655	5519344
ERR162686	5178291
ERR162672	4957156
ERR163846	5418172
ERR162653	5520013
ERR162683	5243190
ERR162654	5451735
ERR162673	4980670
ERR162635	5505069
ERR163892	5131175
ERR162652	5149324
ERR162684	5148062
ERR162715	5012378
ERR162636	5134404
ERR162674	4908917
ERR163848	5274699
ERR162716	5023958
ERR162651	5458252
ERR162637	5323214
ERR162666	5124373
ERR163842	5769127
ERR162664	4965766
ERR162719	5048971
ERR163880	5013472
ERR162720	4914032
ERR162650	5540763
ERR162665	4687061
ERR162689	5162821
ERR162718	5376136
ERR162639	5579392
ERR163881	5209251
ERR163845	5419292
ERR162649	5767423
ERR162687	5015849
ERR163882	5292077
ERR162638	5424254
ERR162669	4658525
ERR163844	5463638
ERR162688	4970984
ERR162667	4644682
ERR162648	5342294
ERR161264	5149303
ERR161303	5245030
ERR161255	5107501
ERR161326	4999422
ERR161283	5020122
ERR161260	5342592
ERR161268	5078216
ERR161244	5146796
ERR161316	5090578
ERR161249	5596848
ERR161307	5153470
ERR161312	5242169
ERR161278	5325402
ERR161289	5137304
ERR161293	5250322
ERR161239	5115767
ERR161234	5156935
ERR161297	5266746
ERR161302	5071299
ERR161263	5145316
ERR161301	5104973
ERR161240	5176971
ERR161321	5269376
ERR161327	5500515
ERR161265	5090480
ERR161317	5414675
ERR161245	4853633
ERR161254	5142268
ERR161259	5246790
ERR161311	5304757
ERR161279	4993250
ERR161258	5158097
ERR161306	5049267
ERR161296	5234094
ERR161270	5062522
ERR161320	5306199
ERR161250	5174844
ERR161290	5085262
ERR161235	4902005
ERR161310	5096023
ERR161251	5171534
ERR161313	5216751
ERR161300	4958952
ERR161253	5038621
ERR161323	5183353
ERR161305	5266655
ERR161281	5279398
ERR161276	5231712
ERR161266	5248696
ERR161241	5295152
ERR161236	5019446
ERR161243	5108729
ERR161246	5220834
ERR161286	5264996
ERR161291	5033097
ERR161274	5184050
ERR161285	5290723
ERR161295	5147235
ERR161275	5115011
ERR161280	5140608
ERR161237	5104823
ERR161328	5270340
ERR161271	5098710
ERR161309	5260583
ERR161319	5212218
ERR161314	5256376
ERR161261	5220838
ERR161257	5040662
ERR161242	5165999
ERR161262	5180260
ERR161247	5198724
ERR161252	5374239
ERR161292	5371123
ERR161294	5197397
ERR161287	5272570
ERR161304	5324676
ERR161273	5076810
ERR161282	5279265
ERR161324	5148079
ERR161277	5065203
ERR161299	5229364
ERR161325	5183680
ERR161238	5172385
ERR161288	5298367
ERR161298	5235491
ERR161267	5122674
ERR161272	5217792
ERR161284	5176394
ERR161318	5119529
ERR161256	5099903
ERR161315	5067793
ERR161248	5385350
ERR161308	5245436
ERR161329	5038649
ERR175727	5017704
ERR175739	5096081
ERR175731	5624582
ERR175738	5260353
ERR175724	5139726
ERR175735	5407141
ERR175725	5004594
ERR175737	4897121
ERR175729	4982937
ERR178232	4744416
ERR178204	5051389
ERR178202	4831198
ERR178203	5219812
ERR178161	5003105
ERR178206	5072050
ERR178230	4729064
ERR178182	5288745
ERR178231	4779616
ERR178219	5253442
ERR178180	5104109
ERR178205	5074583
ERR178218	4772555
ERR178178	4855882
ERR178165	5112569
ERR178150	4987356
ERR178179	4799271
ERR178217	4834859
ERR178164	4997392
ERR178166	5161253
ERR178201	5159872
ERR178175	5143103
ERR178176	5445252
ERR178216	5011216
ERR178221	4780565
ERR178200	4736070
ERR178167	5078334
ERR178177	5099139
ERR178215	5021975
ERR178214	5194826
ERR178153	5070611
ERR178168	5162440
ERR178223	5105484
ERR178189	5212772
ERR178154	4921861
ERR178195	4874243
ERR178174	4970050
ERR178213	5188066
ERR178188	5070090
ERR178222	5051254
ERR178173	5180879
ERR178212	4918443
ERR178196	4872850
ERR178172	5059937
ERR178151	5112457
ERR178198	5027925
ERR178211	5178198
ERR178197	5162052
ERR178226	5055489
ERR178152	5071183
ERR178171	5068978
ERR178210	4951198
ERR178199	4807479
ERR178224	4926400
ERR178225	4915303
ERR178170	5084175
ERR178149	5143668
ERR178228	5084575
ERR178190	4727548
ERR178184	5414069
ERR178148	4803174
ERR178192	4905686
ERR178183	5207996
ERR178159	5185699
ERR178227	5167105
ERR178191	4881378
ERR178187	4775052
ERR178193	5121264
ERR178156	4875974
ERR178186	5120969
ERR178207	5183446
ERR178157	5158642
ERR178194	5186559
ERR178209	5266902
ERR178229	4822083
ERR178208	5054216
ERR178239	5105245
ERR178185	5163903
ERR204289	5228917
ERR204290	5202963
ERR217371	4957162
ERR230465	4973988
ERR230457	4974362
ERR230427	4814877
ERR230397	5118862
ERR230451	5301410
ERR230375	5297307
ERR271248	5294894
ERR271233	5184838
ERR271235	5158603
ERR271234	4745330
ERR271231	4892591
ERR271269	4701937
ERR271232	4887580
ERR271238	4934699
ERR271236	5072256
ERR271237	4601706
ERR271220	5026172
ERR271239	4900598
ERR271240	4627080
ERR271219	5030862
ERR271222	5328914
ERR271241	4496772
ERR271221	5201747
ERR271292	4933185
ERR271242	4631367
ERR271287	5098149
ERR271243	4517342
ERR271258	4881979
ERR271229	5121048
ERR271244	4581025
ERR271230	4500238
ERR271245	4552253
ERR271246	4514467
ERR271255	5294373
ERR271257	4790855
ERR271256	5033227
ERR271247	5085387
ERR271284	4861570
ERR271283	5037329
ERR271228	4588291
ERR271282	4746218
ERR271286	5026554
ERR271249	4758202
ERR271285	5031010
ERR271267	5249026
ERR271268	5214229
ERR271252	4921019
ERR271279	4948922
ERR271266	5187223
ERR271223	5088562
ERR271225	4683153
ERR271251	4859123
ERR271265	5216434
ERR271250	4674213
ERR271226	5222427
ERR271281	4883869
ERR271264	5199034
ERR271254	4819965
ERR271253	4929482
ERR271280	5245041
ERR271263	5221638
ERR271227	4915403
ERR271262	5228025
ERR271276	5117412
ERR271261	5560233
ERR271275	5086501
ERR271260	5217784
ERR271278	5137578
ERR271259	5098022
ERR271277	5031743
ERR271218	4509843
ERR271271	4916411
ERR271270	5223103
ERR271274	5672031
ERR271217	5165660
ERR271272	5142500
ERR271455	5114054
ERR271486	5084782
ERR271481	5123460
ERR271435	4760463
ERR271465	5091850
ERR271439	5099391
ERR271477	5248169
ERR271505	4702050
ERR271482	4705834
ERR271450	4872520
ERR271490	4801246
ERR271509	4974174
ERR271476	5304453
ERR271472	5410220
ERR271461	4676597
ERR271480	4907487
ERR271495	4819142
ERR271466	5390580
ERR271421	5236121
ERR271500	4903940
ERR271504	4598082
ERR271434	4962344
ERR271464	4951976
ERR271494	4704058
ERR271499	4824725
ERR271487	4622464
ERR271445	5095307
ERR271454	4681944
ERR271440	5086927
ERR271468	4864853
ERR271510	4617156
ERR271489	4852452
ERR271420	4602083
ERR271460	4612535
ERR271513	4660190
ERR271483	4783704
ERR271503	5164484
ERR271498	4896581
ERR271493	4662384
ERR271484	4757084
ERR271456	4949904
ERR271463	4976446
ERR271458	4941373
ERR271469	4723685
ERR271511	4700722
ERR271453	4988399
ERR271507	4601391
ERR271488	5048405
ERR271459	5538651
ERR271497	4866464
ERR271424	4682828
ERR271470	5059637
ERR271452	4925866
ERR271474	4978522
ERR271428	4725109
ERR271442	5286780
ERR271502	4963521
ERR271436	5279481
ERR271426	4740527
ERR271485	4990112
ERR271492	4817403
ERR271506	4740302
ERR271512	4719329
ERR271447	5161701
ERR271508	4733116
ERR271451	4866939
ERR271443	4846833
ERR271471	5256547
ERR271475	4982539
ERR271501	5040621
ERR271496	4911609
ERR271422	5096431
ERR273760	4709381
ERR273762	4683673
ERR273747	5011717
ERR273758	5028880
ERR273756	4923585
ERR273744	5120549
ERR279249	5418394
ERR279251	5346556
ERR279253	5307495
ERR279252	5298972
ERR279256	5258363
ERR279257	5271372
ERR279262	4780183
ERR279260	4851826
ERR279261	4857825
ERR279269	5035139
ERR279268	5063120
ERR314393	4916334
ERR314348	4536416
ERR314309	5249830
ERR314387	4898829
ERR314339	4867331
ERR314311	5054445
ERR314332	5100488
ERR314338	4717912
ERR314386	4612647
ERR314389	4893193
ERR314392	5292064
ERR193668	5143634
ERR314385	4613579
ERR314388	4915715
ERR314391	5093815
ERR314322	4760359
ERR314343	5293544
ERR314349	5157592
ERR361024	5110343
ERR361025	4958702
ERR361026	5070989
ERR361027	4708141
ERR361028	5257138
ERR361029	5172945
ERR361030	5132905
ERR361031	5114617
ERR361032	5103933
ERR361033	5080539
ERR361034	5245217
ERR474028	5151155
ERR474029	5191723
ERR474030	5153993
ERR486693	4837736
ERR474031	5127834
ERR474032	4864650
ERR474033	5200750
ERR474034	4904667
ERR474035	4870481
ERR474036	5301474
ERR486694	5055836
ERR474037	5146877
ERR474038	5109861
ERR474039	5141253
ERR486695	5122463
ERR474040	5138950
ERR486696	5145336
ERR474041	4945967
ERR474042	5144634
ERR474043	5219058
ERR474044	5092508
ERR474045	5367364
ERR474046	5155440
ERR474047	5156072
ERR474048	5155888
ERR474049	5151763
ERR474050	5254200
ERR474051	5191161
ERR474052	5258325
ERR474053	5176902
ERR474054	5150027
ERR474055	5157401
ERR474056	5270688
ERR474057	5141283
ERR474058	5141380
ERR474059	5138600
ERR474060	5247978
ERR474061	5177589
ERR474062	5168381
ERR474063	4859306
ERR486697	5317804
ERR474064	5212580
ERR474065	5135240
ERR474066	5188428
ERR474067	5277694
ERR474068	5160837
ERR474069	5225118
ERR486698	4829651
ERR474070	5266810
ERR474071	5267350
ERR474072	5150020
ERR486699	5249254
ERR474073	4980432
ERR474074	5159349
ERR486700	5165938
ERR474075	5329025
ERR474076	5156316
ERR474077	5214050
ERR486701	5194500
ERR474078	5236538
ERR474079	5061224
ERR474080	5218754
ERR474081	5011870
ERR474082	5253816
ERR474083	5308061
ERR474084	4870822
ERR474085	5044933
ERR474086	5297840
ERR474087	4974379
ERR474088	4660268
ERR474089	4963130
ERR474090	5213394
ERR486702	5298767
ERR474091	5149754
ERR474092	5203215
ERR474093	5193345
ERR474094	5301551
ERR474095	5279992
ERR474096	5221979
ERR474097	5084015
ERR474098	5188171
ERR486703	5190502
ERR474099	5141678
ERR474100	4844867
ERR474101	5015052
ERR486704	5241348
ERR474102	5365774
ERR486705	5142440
ERR474103	5249100
ERR486706	5251995
ERR474104	5177932
ERR486707	5145263
ERR474105	5139745
ERR474106	4920381
ERR474107	5132253
ERR474108	5219475
ERR474109	5104481
ERR474110	5173026
ERR474111	5069450
ERR474112	5178425
ERR474113	5208165
ERR474114	5115884
ERR474115	5071054
ERR474116	5322676
ERR474117	5278278
ERR474118	4961786
ERR474119	5104055
ERR474120	5048820
ERR474121	5116694
ERR474122	5046213
ERR474123	5234754
ERR474124	5207633
ERR474125	5450432
ERR474126	5108159
ERR474127	5219756
ERR474128	5067839
ERR474129	5283236
ERR474130	5206468
ERR474131	5172456
ERR474132	5349734
ERR474133	5152151
ERR474134	5256609
ERR474135	5116119
ERR474136	5324702
ERR474137	5182169
ERR474138	5097051
ERR474139	5261607
ERR486708	5098385
ERR474140	5161235
ERR474141	5111761
ERR474142	5137628
ERR474143	5231038
ERR474144	5162989
ERR474145	4682981
ERR474146	5271678
ERR474147	5124202
ERR474148	5249390
ERR474149	5180781
ERR474150	5132650
ERR474151	5018085
ERR474152	5119072
ERR486709	5151980
ERR474153	5048195
ERR474154	5279672
ERR474155	5150405
ERR474156	5128682
ERR474157	5152777
ERR474158	5192529
ERR474159	4943435
ERR474160	4801143
ERR474161	5228418
ERR474162	4773571
ERR474163	5381901
ERR474164	5162909
ERR474165	5259117
ERR474166	5248505
ERR474167	5060266
ERR474168	5249071
ERR474169	5354243
ERR474170	5064798
ERR474171	5208431
ERR474172	4897079
ERR486710	4954788
ERR474173	5203906
ERR474174	5212088
ERR474175	5353315
ERR474176	5052203
ERR474177	5317178
ERR474178	5282223
ERR474179	5257986
ERR474180	5158124
ERR474181	5313395
ERR474182	5092106
ERR474183	5208593
ERR474184	4970517
ERR474185	5108395
ERR474186	4983263
ERR474187	5180077
ERR474188	5189718
ERR474189	5054642
ERR474190	4737209
ERR474191	5168574
ERR474192	5227173
ERR474193	5230865
ERR474194	5050529
ERR474195	5273201
ERR474196	5430393
ERR474197	5123584
ERR474198	5301954
ERR474200	5164499
ERR474201	5072491
ERR474202	5176755
ERR474203	5164257
ERR474204	5045531
